Edad,TipoEmpleo,Educación,EstadoCivil,Profesión,Raza,Género,CargaHorariaSemanal,IngresoAnual
53,Gubernamental,Doctorado,Casadx,Profesional,Blancx,Masculino,50,+50mil
44,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Masculino,40,+50mil
43,Gubernamental,Secundario,Casadx,Servicio,Blancx,Masculino,45,+50mil
29,Privado,Secundario,Solterx,Servicio,Negrx,Femenino,52,50milO-
47,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,65,50milO-
37,Autónomo,Magíster,Solterx,Oficinista,Blancx,Masculino,60,50milO-
43,Autónomo,FormaciónProfesional,Casadx,Oficinista,Blancx,Masculino,40,+50mil
23,Privado,UniversitarioIncompleto,Solterx,Ventas,Negrx,Femenino,20,50milO-
50,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,35,50milO-
25,Privado,UniversitarioIncompleto,Solterx,Profesional,Blancx,Masculino,40,50milO-
40,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,50,50milO-
39,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,+50mil
41,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,52,+50mil
32,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
19,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,40,50milO-
26,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,40,50milO-
30,Gubernamental,Universitario,Casadx,Profesional,Blancx,Masculino,40,50milO-
34,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,40,50milO-
41,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,40,50milO-
42,Autónomo,Universitario,Divorciadx,Oficinista,Otro,Masculino,30,50milO-
45,Privado,Tecnicatura,Casadx,Profesional,Blancx,Masculino,40,+50mil
22,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,35,50milO-
25,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,40,50milO-
22,Gubernamental,UniversitarioIncompleto,Solterx,Oficinista,Negrx,Masculino,20,50milO-
46,Gubernamental,FormaciónProfesional,Casadx,Oficinista,Blancx,Masculino,40,+50mil
48,Autónomo,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,45,50milO-
45,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,52,+50mil
19,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,14,50milO-
31,Privado,11º,Casadx,Obrero,Blancx,Masculino,40,50milO-
30,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Negrx,Masculino,70,50milO-
40,Autónomo,Tecnicatura,Casadx,Obrero,Blancx,Masculino,50,+50mil
60,Otro/Desconocido,UniversitarioIncompleto,Casadx,Otro/Desconocido,Blancx,Masculino,12,+50mil
52,Otro/Desconocido,12º,Casadx,Otro/Desconocido,Negrx,Femenino,40,+50mil
22,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,15,50milO-
25,Privado,UniversitarioIncompleto,Divorciadx,Servicio,Negrx,Masculino,38,50milO-
51,Gubernamental,Magíster,Casadx,Profesional,Blancx,Masculino,80,+50mil
32,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,62,50milO-
51,Autónomo,Universitario,Casadx,Oficinista,Blancx,Masculino,25,50milO-
42,Privado,UniversitarioIncompleto,Divorciadx,Ventas,Blancx,Masculino,50,+50mil
39,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
24,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,45,50milO-
52,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,38,50milO-
58,Otro/Desconocido,1º-4º,Casadx,Otro/Desconocido,Indígena/Esquimal,Masculino,40,50milO-
43,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,55,50milO-
31,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
28,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,50milO-
31,Gubernamental,Magíster,Casadx,Oficinista,Blancx,Masculino,60,+50mil
61,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,20,50milO-
26,Privado,Universitario,Solterx,Profesional,Blancx,Femenino,40,50milO-
46,Privado,Universitario,Solterx,Servicio,Blancx,Masculino,40,50milO-
62,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Blancx,Masculino,40,+50mil
50,Privado,Magíster,Divorciadx,Profesional,Blancx,Femenino,35,50milO-
18,Privado,11º,Solterx,Oficinista,Blancx,Femenino,5,50milO-
23,Privado,Universitario,Solterx,Ventas,Blancx,Masculino,48,50milO-
21,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,28,50milO-
46,Privado,Tecnicatura,Casadx,Obrero,Otro,Masculino,36,50milO-
38,Privado,Secundario,Divorciadx,Ventas,Blancx,Femenino,40,50milO-
53,Privado,12º,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
53,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,+50mil
50,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,+50mil
26,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,25,50milO-
46,Gubernamental,Magíster,Divorciadx,Profesional,Blancx,Femenino,55,+50mil
44,Gubernamental,Universitario,Casadx,Profesional,Blancx,Masculino,40,+50mil
36,Gubernamental,Magíster,Casadx,Profesional,Blancx,Masculino,50,+50mil
20,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,30,50milO-
35,Privado,7º-8º,Casadx,Servicio,Blancx,Masculino,40,50milO-
40,Gubernamental,Universitario,Casadx,Oficinista,Blancx,Femenino,20,50milO-
70,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,50milO-
57,Privado,7º-8º,Casadx,Ventas,Blancx,Masculino,50,50milO-
40,Privado,Preescolar,Casadx,Servicio,Blancx,Masculino,40,50milO-
18,Privado,11º,Solterx,Obrero,Blancx,Masculino,5,50milO-
45,Autónomo,Universitario,Casadx,Ventas,Blancx,Masculino,60,50milO-
52,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,+50mil
24,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
42,Autónomo,Universitario,Casadx,Obrero,Negrx,Masculino,60,50milO-
28,Gubernamental,Secundario,Separadx,Obrero,Blancx,Masculino,45,50milO-
32,Privado,Tecnicatura,Solterx,Servicio,Blancx,Femenino,60,50milO-
56,Gubernamental,Universitario,Divorciadx,Oficinista,Blancx,Masculino,40,50milO-
44,Privado,1º-4º,Casadx,Servicio,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Ventas,Negrx,Femenino,30,50milO-
32,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,60,+50mil
59,Privado,UniversitarioIncompleto,Separadx,Oficinista,Blancx,Masculino,40,50milO-
21,Privado,Secundario,Solterx,Obrero,Negrx,Masculino,40,50milO-
32,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,40,+50mil
49,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,50milO-
22,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,30,50milO-
51,Autónomo,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,50,+50mil
33,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
23,Privado,Universitario,Solterx,Ventas,Blancx,Masculino,50,50milO-
34,Privado,Secundario,Solterx,Servicio,Negrx,Masculino,30,50milO-
53,Privado,12º,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
44,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,45,50milO-
60,Privado,UniversitarioIncompleto,Viudx,Servicio,Negrx,Femenino,40,50milO-
55,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,38,50milO-
57,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,30,50milO-
59,Privado,Doctorado,Casadx,Profesional,Blancx,Masculino,50,50milO-
26,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Asiáticx/IsleñxDelPacífico,Masculino,40,50milO-
30,Privado,Tecnicatura,Casadx,Profesional,Blancx,Femenino,16,+50mil
49,Privado,Universitario,Casadx,Oficinista,Blancx,Femenino,43,50milO-
45,Privado,12º,Casadx,Obrero,Blancx,Masculino,40,50milO-
29,Autónomo,Universitario,Solterx,Ventas,Blancx,Femenino,40,50milO-
37,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,60,+50mil
21,Privado,12º,Solterx,Obrero,Blancx,Masculino,40,50milO-
36,Gubernamental,Secundario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
18,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Blancx,Femenino,20,50milO-
37,Privado,Universitario,Solterx,Ventas,Blancx,Masculino,45,50milO-
19,Privado,Secundario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
65,Otro/Desconocido,7º-8º,Casadx,Otro/Desconocido,Blancx,Masculino,25,50milO-
30,Privado,Tecnicatura,Casadx,Servicio,Blancx,Femenino,35,50milO-
27,Otro/Desconocido,Magíster,Solterx,Otro/Desconocido,Otro,Femenino,40,50milO-
59,Gubernamental,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,40,+50mil
32,Privado,Tecnicatura,Casadx,Servicio,Blancx,Masculino,60,+50mil
25,Privado,Universitario,Solterx,Oficinista,Blancx,Masculino,40,50milO-
40,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,80,+50mil
21,Otro/Desconocido,9º,Solterx,Otro/Desconocido,Blancx,Masculino,42,50milO-
49,Gubernamental,Universitario,Divorciadx,Profesional,Blancx,Femenino,40,+50mil
49,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,40,50milO-
51,Otro/Desconocido,Secundario,Divorciadx,Otro/Desconocido,Negrx,Femenino,40,50milO-
48,Privado,9º,Viudx,Obrero,Blancx,Masculino,40,+50mil
42,Privado,UniversitarioIncompleto,Casadx,Profesional,Blancx,Masculino,45,50milO-
53,Privado,11º,Casadx,Obrero,Blancx,Masculino,40,50milO-
29,Autónomo,Secundario,Solterx,Obrero,Blancx,Masculino,45,50milO-
21,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Asiáticx/IsleñxDelPacífico,Femenino,24,50milO-
54,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,15,50milO-
66,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,55,+50mil
34,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
39,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
62,Otro/Desconocido,Tecnicatura,Casadx,Otro/Desconocido,Blancx,Masculino,40,50milO-
30,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
27,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
25,Privado,Tecnicatura,Solterx,Obrero,Blancx,Masculino,40,50milO-
26,Privado,Secundario,Separadx,Obrero,Blancx,Masculino,40,50milO-
45,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,60,+50mil
55,Privado,UniversitarioIncompleto,Separadx,Oficinista,Blancx,Femenino,10,50milO-
26,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,40,50milO-
45,Privado,Universitario,Separadx,Profesional,Blancx,Femenino,56,50milO-
61,Gubernamental,Magíster,Divorciadx,Profesional,Blancx,Femenino,40,+50mil
34,Otro/Desconocido,7º-8º,Separadx,Otro/Desconocido,Negrx,Femenino,40,50milO-
26,Privado,Secundario,Casadx,Oficinista,Negrx,Masculino,60,50milO-
44,Gubernamental,Magíster,Solterx,Profesional,Blancx,Femenino,40,50milO-
45,Autónomo,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,30,50milO-
55,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Servicio,Asiáticx/IsleñxDelPacífico,Masculino,30,50milO-
48,Privado,Tecnicatura,Casadx,Oficinista,Blancx,Masculino,50,+50mil
33,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,60,50milO-
44,Privado,9º,Casadx,Obrero,Negrx,Masculino,40,50milO-
32,Autónomo,Universitario,Casadx,Obrero,Blancx,Masculino,50,50milO-
54,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,40,50milO-
40,Privado,Magíster,Casadx,Oficinista,Blancx,Masculino,40,+50mil
29,Privado,Secundario,Casadx,Profesional,Asiáticx/IsleñxDelPacífico,Femenino,10,+50mil
56,Privado,10º,Casadx,Oficinista,Negrx,Masculino,40,50milO-
47,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
22,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,40,50milO-
46,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,45,+50mil
24,Gubernamental,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,40,50milO-
37,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
49,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
44,Gubernamental,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,50,+50mil
21,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
55,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,40,+50mil
23,Gubernamental,Universitario,Solterx,Profesional,Blancx,Femenino,32,50milO-
50,Privado,11º,Divorciadx,Ventas,Blancx,Femenino,40,50milO-
44,Privado,Tecnicatura,Casadx,Oficinista,Blancx,Femenino,20,50milO-
48,Privado,UniversitarioIncompleto,Casadx,Obrero,Asiáticx/IsleñxDelPacífico,Masculino,40,+50mil
38,Autónomo,Magíster,Casadx,Oficinista,Blancx,Masculino,70,+50mil
48,Privado,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,45,+50mil
39,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,50,50milO-
52,Gubernamental,Secundario,Casadx,Oficinista,Blancx,Masculino,44,+50mil
63,Privado,Secundario,Viudx,Servicio,Blancx,Femenino,40,50milO-
48,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,+50mil
37,Privado,Magíster,Solterx,Profesional,Blancx,Femenino,40,50milO-
26,Gubernamental,Magíster,Solterx,Oficinista,Blancx,Femenino,40,50milO-
50,Autónomo,11º,Solterx,Oficinista,Blancx,Masculino,40,+50mil
47,Autónomo,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,40,+50mil
19,Privado,Secundario,Solterx,Obrero,Blancx,Femenino,15,50milO-
34,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,40,50milO-
29,Gubernamental,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
33,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,45,50milO-
53,Privado,UniversitarioIncompleto,Casadx,Profesional,Blancx,Femenino,24,50milO-
24,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
39,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,65,50milO-
50,Autónomo,Tecnicatura,Solterx,Ventas,Blancx,Femenino,5,50milO-
31,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,50milO-
22,Privado,Tecnicatura,Solterx,Ventas,Negrx,Femenino,25,50milO-
42,Gubernamental,Universitario,Casadx,Servicio,Blancx,Masculino,42,50milO-
23,Privado,12º,Solterx,Ventas,Blancx,Femenino,25,50milO-
22,Privado,11º,Divorciadx,Ventas,Blancx,Masculino,50,50milO-
65,Privado,5º-6º,Viudx,Obrero,Blancx,Femenino,10,50milO-
34,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,44,50milO-
23,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,20,50milO-
38,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,40,+50mil
45,Autónomo,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,80,50milO-
19,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,40,50milO-
46,Privado,Universitario,Solterx,Obrero,Blancx,Femenino,8,50milO-
23,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,20,50milO-
37,Privado,Secundario,Casadx,Oficinista,Blancx,Masculino,60,+50mil
59,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
36,Gubernamental,Universitario,Casadx,Ventas,Blancx,Masculino,40,50milO-
35,Privado,Universitario,Solterx,Ventas,Blancx,Masculino,45,+50mil
51,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,12,50milO-
42,Gubernamental,Universitario,Divorciadx,Profesional,Negrx,Femenino,30,50milO-
35,Privado,Magíster,Solterx,Ventas,Blancx,Femenino,40,50milO-
20,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,38,50milO-
25,Privado,Secundario,Solterx,Servicio,Asiáticx/IsleñxDelPacífico,Masculino,60,50milO-
41,Privado,10º,Solterx,Obrero,Blancx,Masculino,40,50milO-
40,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,35,50milO-
36,Privado,Tecnicatura,Casadx,Oficinista,Blancx,Femenino,37,50milO-
34,Autónomo,Magíster,Casadx,Ventas,Blancx,Masculino,60,+50mil
44,Autónomo,Universitario,Solterx,Ventas,Blancx,Masculino,42,50milO-
31,Gubernamental,Universitario,Separadx,Profesional,Blancx,Masculino,40,50milO-
41,Gubernamental,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
43,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,50milO-
43,Privado,Magíster,Solterx,Servicio,Blancx,Femenino,40,50milO-
58,Privado,10º,Casadx,Obrero,Blancx,Masculino,40,+50mil
19,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,30,50milO-
43,Gubernamental,Universitario,Casadx,Servicio,Blancx,Masculino,55,+50mil
50,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,45,50milO-
44,Autónomo,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,50,+50mil
46,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,38,50milO-
52,Autónomo,Universitario,Casadx,Oficinista,Blancx,Masculino,50,+50mil
52,Autónomo,Secundario,Solterx,Profesional,Blancx,Masculino,50,50milO-
18,Privado,12º,Solterx,Oficinista,Blancx,Femenino,12,50milO-
29,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,55,50milO-
19,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Blancx,Femenino,36,50milO-
34,Privado,Universitario,Solterx,Oficinista,Blancx,Masculino,40,50milO-
23,Gubernamental,UniversitarioIncompleto,Casadx,Servicio,Negrx,Masculino,40,50milO-
64,Gubernamental,UniversitarioIncompleto,Separadx,Oficinista,Blancx,Femenino,65,50milO-
68,Privado,10º,Divorciadx,Obrero,Blancx,Masculino,20,50milO-
42,Gubernamental,Secundario,Solterx,Oficinista,Negrx,Femenino,40,50milO-
41,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,60,+50mil
41,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,50,50milO-
22,Gubernamental,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Femenino,20,50milO-
67,Autónomo,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,20,+50mil
27,Privado,UniversitarioIncompleto,Casadx,Obrero,Asiáticx/IsleñxDelPacífico,Masculino,40,+50mil
25,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,40,50milO-
49,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Blancx,Femenino,60,50milO-
28,Privado,Tecnicatura,Solterx,Obrero,Blancx,Masculino,45,50milO-
51,Gubernamental,Doctorado,Casadx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,40,+50mil
23,Gubernamental,Universitario,Solterx,Profesional,Asiáticx/IsleñxDelPacífico,Femenino,35,50milO-
19,Privado,12º,Solterx,Servicio,Blancx,Femenino,15,50milO-
72,Otro/Desconocido,5º-6º,Viudx,Otro/Desconocido,Blancx,Femenino,40,50milO-
33,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,35,50milO-
53,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,20,50milO-
35,Privado,Tecnicatura,Solterx,Servicio,Blancx,Masculino,40,50milO-
31,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,40,50milO-
18,Privado,12º,Solterx,Ventas,Blancx,Femenino,20,50milO-
45,Privado,Tecnicatura,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
28,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,30,50milO-
22,Gubernamental,5º-6º,Solterx,Obrero,Blancx,Masculino,40,+50mil
55,Privado,UniversitarioIncompleto,Divorciadx,Servicio,Blancx,Masculino,40,50milO-
45,Privado,Secundario,Casadx,Servicio,Blancx,Masculino,40,+50mil
22,Privado,Secundario,Solterx,Ventas,Blancx,Femenino,37,50milO-
37,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,60,50milO-
28,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
19,Privado,11º,Solterx,Ventas,Negrx,Femenino,35,50milO-
37,Autónomo,Secundario,Casadx,Ventas,Blancx,Masculino,45,+50mil
50,Privado,Doctorado,Casadx,Profesional,Blancx,Masculino,40,+50mil
31,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,35,50milO-
40,Privado,Preescolar,Solterx,Servicio,Blancx,Femenino,20,50milO-
51,Privado,9º,Casadx,Obrero,Blancx,Masculino,45,50milO-
56,Privado,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
21,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,35,50milO-
40,Privado,Tecnicatura,Casadx,Oficinista,Blancx,Masculino,44,+50mil
22,Privado,UniversitarioIncompleto,Solterx,Oficinista,Negrx,Femenino,40,50milO-
47,Autónomo,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,45,+50mil
44,Privado,Secundario,Casadx,Oficinista,Indígena/Esquimal,Masculino,40,50milO-
30,Privado,UniversitarioIncompleto,Solterx,Oficinista,Otro,Masculino,40,50milO-
44,Gubernamental,UniversitarioIncompleto,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
41,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,+50mil
47,Privado,Tecnicatura,Divorciadx,Ventas,Blancx,Masculino,44,50milO-
26,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,45,+50mil
34,Privado,Tecnicatura,Solterx,Servicio,Negrx,Masculino,40,50milO-
47,Privado,FormaciónProfesional,Casadx,Oficinista,Blancx,Masculino,40,+50mil
36,Privado,Secundario,Separadx,Oficinista,Blancx,Femenino,38,50milO-
21,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,46,50milO-
45,Gubernamental,Universitario,Divorciadx,Servicio,Blancx,Masculino,40,50milO-
33,Privado,Secundario,Separadx,Obrero,Indígena/Esquimal,Masculino,35,50milO-
33,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,65,50milO-
58,Autónomo,Secundario,Divorciadx,Obrero,Blancx,Femenino,10,50milO-
31,Privado,Tecnicatura,Divorciadx,Obrero,Blancx,Masculino,50,+50mil
32,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,50,+50mil
44,Gubernamental,Universitario,Viudx,Oficinista,Blancx,Femenino,40,+50mil
24,Privado,Magíster,Solterx,Profesional,Blancx,Femenino,40,50milO-
35,Privado,Universitario,Casadx,Servicio,Indígena/Esquimal,Masculino,20,+50mil
43,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,50,+50mil
49,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
37,Autónomo,Universitario,Casadx,Ventas,Blancx,Femenino,50,50milO-
42,Autónomo,Universitario,Solterx,Obrero,Blancx,Masculino,35,50milO-
31,Privado,UniversitarioIncompleto,Casadx,Servicio,Asiáticx/IsleñxDelPacífico,Masculino,55,+50mil
19,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,25,50milO-
41,Privado,Doctorado,Solterx,Obrero,Blancx,Femenino,40,+50mil
51,Autónomo,Secundario,Casadx,Servicio,Blancx,Masculino,30,50milO-
51,Autónomo,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,60,+50mil
63,Privado,10º,Viudx,Servicio,Blancx,Femenino,31,50milO-
39,Gubernamental,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,40,+50mil
30,Privado,Secundario,Solterx,Ventas,Blancx,Masculino,40,50milO-
62,Otro/Desconocido,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Femenino,16,50milO-
27,Privado,Secundario,Solterx,Obrero,Otro,Masculino,40,50milO-
32,Privado,11º,Casadx,Obrero,Blancx,Masculino,30,50milO-
37,Gubernamental,Universitario,Casadx,Servicio,Blancx,Masculino,40,+50mil
47,Gubernamental,Magíster,Casadx,Profesional,Blancx,Masculino,50,+50mil
31,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,43,+50mil
42,Privado,Secundario,Casadx,Ventas,Blancx,Masculino,40,50milO-
37,Privado,Tecnicatura,Casadx,Ventas,Negrx,Femenino,32,50milO-
60,Privado,Secundario,Casadx,Servicio,Blancx,Masculino,34,50milO-
42,Gubernamental,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,72,+50mil
38,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,36,+50mil
24,Privado,Tecnicatura,Solterx,Profesional,Negrx,Masculino,20,50milO-
34,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,45,50milO-
20,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Femenino,30,50milO-
29,Gubernamental,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,48,50milO-
90,Privado,Secundario,Viudx,Oficinista,Blancx,Femenino,25,50milO-
55,Privado,12º,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
36,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
49,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,60,50milO-
50,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,50,50milO-
17,Privado,11º,Solterx,Servicio,Blancx,Masculino,25,50milO-
54,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,70,50milO-
26,Privado,Universitario,Solterx,Oficinista,Blancx,Masculino,10,50milO-
44,Privado,Tecnicatura,Solterx,Oficinista,Asiáticx/IsleñxDelPacífico,Femenino,50,50milO-
28,Privado,Universitario,Solterx,Profesional,Negrx,Femenino,40,50milO-
54,Gubernamental,Doctorado,Casadx,Oficinista,Blancx,Masculino,60,+50mil
21,Privado,9º,Solterx,Obrero,Negrx,Masculino,20,50milO-
24,Privado,Tecnicatura,Solterx,Obrero,Blancx,Masculino,40,50milO-
31,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,56,50milO-
59,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Negrx,Femenino,40,50milO-
41,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,48,+50mil
29,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
50,Privado,Universitario,Casadx,Servicio,Blancx,Masculino,40,50milO-
32,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,50,+50mil
